Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas
2020,12,24,7714,21879,3797,95.2,94.5,7.17,7.07,5000,25.7,,,3984,4014,672,813,0.17,0.2,2.37,190,3.64,,69.1
2020,12,25,6946,21909,4981,95.3,95.4,7.22,7.16,0,25.4,,,4044,3694,946,921,0.23,0.25,2.12,195,3.53,,63.6
2020,12,26,6783,21927,7246,95.8,95.2,7.25,7.2,0,23.9,,,,,,,,,2.16,135,3.42,,58.5
2020,12,27,6017,22053,9392,95.2,95.6,7.25,7.2,0,22.9,,,,,,,,,2.2,152,3.1,,63.1
2020,12,28,6906,23390,13676,95.6,95.4,7.27,7.21,26331,19.5,,98428,4384,4254,1286,805,0.29,0.19,2.72,151,3.38,2.28,72.6
2020,12,29,13774,22692,13795,95.3,95.4,7.15,7.12,14742,17.1,5.37,95600,4028.6225,4403.96,921,1253,0.23,0.28,3.94,342,3.38,1.7,93.7
2020,12,30,6486,22736,11302,95.5,94.4,7.3,7.24,18102,21.2,6.77,115500,4756.77725,4323.888,962.5,862.9,0.2,0.2,4.96,362,3.47,1.64,88.4
2020,12,31,9955,22798,6774,95.5,95.1,7.29,7.18,10376,21.7,1.58,117050,4721.74575,4233.807,871.2,912.7,0.18,0.22,4.61,238,3.62,2.2,73.7
2021,1,1,7079,22297,3808,95.2,95.4,7.22,7.18,0,25.9,,119850,4631.66475,4271.34075,1103.6,1028.9,0.24,0.24,4.44,255,3.92,,53.7
2021,1,2,7551,20280,3801,95.4,95.6,7.31,7.2,0,27.1,,,4749.2705,4381.43975,788.2,887.8,0.17,0.2,4.41,118,3.54,,49.5
2021,1,3,8006,22329,3804,95.8,95.4,7.29,7.24,0,25.1,,,4854.365,4544.086,1568.4,1294.5,0.32,0.28,4.29,92.2,3.67,,49.5
2021,1,4,7644,22999,10991,95.8,95.8,7.25,7.2,16529,20.6,6.29,,4856.86725,4456.50725,1261.3,1460.5,0.26,0.33,4.42,71.6,3.57,1.65,70.5
2021,1,5,11296,22863,15008,95.5,95.2,7.13,7.05,15613,17.5,9.87,186825,4754.275,4166.24625,1153.4,1161.7,0.24,0.28,4.56,186.9,3.52,1.89,111.3
2021,1,6,6112,23079,16147,95.9,94.9,7.25,7.18,25725,18.9,9.6,220500,4941.94375,4501.54775,1261.3,1161.7,0.26,0.26,4.98,243,3.7,0.91,130.5
2021,1,7,9620,22669,14781,95.5,94.8,7.3,7.24,31234,18.2,7.43,108325,4546.58825,4283.852,1269.6,1360.9,0.28,0.32,4.76,265,3.3,0.63,144.9
2021,1,8,7815,20331,18526,95.5,95.1,7.27,7.18,32598,18.4,7.37,77200,4592,4306,1070,938,0.23,0.22,4.58,252,3.53,1.84,145.4
2021,1,9,7673,22416,5052,95.2,95.5,7.35,7.26,0,24.4,,,4819,5087,1469,821,0.3,0.16,4.75,304,3.47,,94.6
2021,1,10,8180,22398,3792,95.3,87.3,7.25,7.11,0,25,,,5055,4522,597,797,0.12,0.18,4.99,290,3.55,,73.2
2021,1,11,8580,22801,3798,95.6,85.8,7.23,7.07,19375,24.4,1.6,175200,4992,4594,1212,813,0.24,0.18,4.91,196,3.65,2,67.9
2021,1,12,12503,22297,3796,95.2,95.5,7.26,7.19,6200,22.2,,247000,4779,4567,1178,1253,0.25,0.27,4.83,262,3.59,1.9,69.1
2021,1,13,8586,22929,7230,95.1,89.3,7.35,7.22,21647,22.1,14.38,224000,3643,3040,1220,1477,0.33,0.49,4.81,509,3.72,2.9,104.5
2021,1,14,12267,23519,11287,95.4,90.4,7.24,7.13,32420,18.2,12.33,43575,4109,3828,929,996,0.23,0.26,4.83,235,3.9,2.17,137.2
2021,1,15,11152,22703,10220,95.2,91.1,7.16,6.98,22398,19.5,9.15,,4457,4111,1303,904,0.29,0.22,4.77,204,3.77,2.13,158.9
2021,1,16,12310,22666,8107,95.2,91.3,7.26,7.18,0,19.9,,,4894.401,4301.36775,1394.1,1253,0.28,0.29,4.51,352,3.76,,128.7
2021,1,17,12859,22735,5017,95.2,91.9,7.29,7.16,0,21.1,,223600,5024.518,4481.52975,1087,1410.7,0.22,0.31,4.49,239,3.65,,96.9
2021,1,18,13267,23408,4832,95.5,91.7,7.18,7.1,27104,20.7,9.2,169725,5042.03375,4529.0725,1203.2,1634.8,0.24,0.36,4.58,237,3.64,1.71,75.7
2021,1,19,15316,23200,13458,95.8,92,7.29,7.23,5700,16.5,8.45,198575,4704.23,4599.1355,1194.9,1070.4,0.25,0.23,4.58,255,3.69,1.81,90
2021,1,20,8719,17689,5619,94.4,91.3,,,13450,26.8,8.45,186825,,,,,,,4.52,417.9,3.6,2.3,88.1
2021,1,21,6216,15408,0,85,85,,,21672,39.7,9.38,,,,,,,,4.45,483,3.6,2.26,46.9
2021,1,22,8730,19202,4436,85,85,,,22300,26.5,9.61,200925,,,,,,,3.95,308,3.51,2.2,58.5
2021,1,23,12728,23015,8135,90.8,90.1,7.21,7.15,0,19.6,9.38,,4916.92125,4408.9645,1568.4,1286.2,0.32,0.29,3.79,381,3.45,,84.4
2021,1,24,12777,23018,8128,92.5,92.2,7.21,7.13,0,19.5,,,4774.293,4816.83125,190.6,1311.1,0.4,0.27,3.75,388,3.44,,97.8
2021,1,25,12341,23688,14912,93.9,93.8,7.2,7.06,56055,16.8,4.28,94900,4789.3065,4589.1265,846.3,1120.2,0.18,0.24,4.02,172,3.43,2.14,118.4
2021,1,26,11940,23489,19942,94.3,94.7,7.28,7.19,32615,15.5,7.49,194700,4967,4334,954,879,0.19,0.2,3.53,431,3.43,2.21,139.8
2021,1,27,12005,24133,9252,94.5,95.2,7.27,7.18,19800,18.9,11.7,290750,4717,4246,879,821,0.19,0.19,3.23,364,3.48,2.26,175.8
2021,1,28,13142,23420,2775,95.1,95.3,7.29,7.22,2500,21.8,12.29,260700,4616.65125,4401.45775,1170,1111.9,0.25,0.25,3.06,434,3.45,2.38,150.4
2021,1,29,12321,23406,3032,95.8,95.6,7.25,7.19,13000,22.1,,277000,4586.62425,4391.44875,1120.2,1062.1,0.24,0.24,3.56,410,3.47,2.44,110.1
2021,1,30,12825,22983,3801,95.1,95.6,7.16,7.14,0,21.7,,,,,,,,,3.77,378,3.41,,102.8
2021,1,31,11429,22918,3802,95.6,95,7.18,7.16,0,22.5,,,,,,,,,3.19,362,3.5,,97.7
2021,2,1,12052,22891,3921,95.3,95.1,7.18,7.08,4921,22.1,11.66,20930,4631.66475,4291.35875,1950.2,1784.2,0.42,0.42,2.88,263,1.89,2.2,97
2021,2,2,17097,23532,3801,95.4,95.4,7.3,7.23,6500,19.3,14.45,,4654.185,4549.0905,2332,1825.7,0.5,0.4,2.92,445,3.47,2.41,108.7
2021,2,3,10732,23936,4570,95.5,95.1,7.26,7.22,7710,21.9,19.63,581600,4839.3515,4441.49375,1626.5,1717.8,0.34,0.39,2.98,556,3.42,2.22,129.4
2021,2,4,16724,23403,10688,95.5,95.5,7.23,7.17,13000,16.9,19.55,462000,4904.41,4604.14,2058.1,2166,0.42,0.47,3.27,279,2.95,2.38,146.6
2021,2,5,10933,23438,10765,95.5,95.5,7.22,7.13,16368,19,15.36,385800,4481.52975,4456.50725,1095.3,1037.2,0.24,0.23,3.11,735,3.47,2.43,173
2021,2,6,10717,23029,8134,95.4,95.7,7.2,7.22,0,20.5,,,4241.31375,4398.9555,1502,2166,0.35,0.49,2.91,959,3.53,,166
2021,2,7,10974,22757,8134,95.2,95.3,7.25,7.13,0,20.5,,,4328.8925,4186.26425,1394.1,2664,0.32,0.64,2.94,715,3.66,,154.8
2021,2,8,10974,25999,4330,95.9,99,7.28,7.29,26868,20.8,14.87,284500,4534.077,4949.4505,2041.5,1111.9,0.45,0.22,2.89,465,3.58,2.34,48.3
2021,2,9,11940,23322,3785,95,93.6,7.22,7.11,0,22,,,5469.9185,5319.7835,1593.3,1360.9,0.29,0.26,5.53,298,3.48,2.69,105.2
2021,2,10,12218,24166,3791,95.7,94,7.32,7.26,29341,21.4,12.27,254550,4831.84475,4816.83125,2456.5,1717.8,0.51,0.36,5.49,236,3.5,2.64,96.8
2021,2,11,17657,22728,3792,95.2,95.1,7.34,7.26,17317,19.4,9.38,215200,4891.89875,4641.67375,2381.8,2332,0.49,0.5,5.39,381,3.62,2.49,94.8
2021,2,12,12011,22427,3788,95.2,95.3,7.28,7.3,20000,22.4,9.16,198350,5207.18225,5124.608,2132.8,2356.9,0.41,0.46,5.34,601,3.74,2.26,91.5
2021,2,13,12493,21586,3786,95.5,95.3,7.3,7.32,0,22.7,,,5384.842,5332.29475,2556.1,2415,0.47,0.45,5.43,588,3.73,,89.7
2021,2,14,12068,22599,3790,95.1,95.5,7.32,7.36,0,22.3,,,5454.905,5204.68,2539.5,2962.8,0.47,0.57,5.42,223,4.17,,86.5
2021,2,15,11863,23110,3780,95.4,95.4,7.55,7.48,15000,22.1,,,5524.968,5304.77,2688.9,2630.8,0.49,0.5,5.57,114,3.81,2.95,84.7
2021,2,16,12101,17312,3790,95.4,95.5,7.33,7.26,4050,25.8,9.24,241950,5449.9005,5379.8375,2556.1,2531.2,0.47,0.47,5.56,53.3,3.61,3.46,75.1
2021,2,17,11462,22971,3798,95.2,95.7,7.51,7.6,12812,22.4,7.86,199900,5322.28575,5217.19125,2066.4,2581,0.39,0.49,5.36,307,2.96,2.91,68.1
2021,2,18,16022,33746,3796,95.5,95,7.58,7.62,9334,16,6.66,182050,6405.76,6643.47375,1211.5,1186.6,0.19,0.18,5.25,254.2,3.56,2.95,74.8
2021,2,19,12910,21675,6028,95.7,95.5,7.37,7.3,10000,21.1,5.18,141500,6143.02375,6355.715,1203.2,1228.1,0.2,0.19,5.14,341,3.38,2.41,80.3
2021,2,20,12387,22418,8129,95.2,95.6,7.48,7.37,0,20,,,5967.86625,5680.1075,1759.3,2058.1,0.29,0.36,5.05,361,3.63,,87.3
2021,2,21,12598,23468,9403,95.5,95.9,7.41,7.27,0,18.9,,,5875.283,5717.64125,1593.3,1817.4,0.27,0.32,5.24,217,3.51,,53
2021,2,22,13425,24802,7490,95.1,95.3,7.31,7.17,23940,18.8,4.83,123750,5805.22,5655.085,1709.5,2016.6,0.29,0.36,5.36,410,3.68,2.42,9.4
2021,2,23,16091,21222,25907,95.8,95,7.33,7.29,27632,13.6,4.2,82550,5818,5822.73575,1710,1502,0.29,0.26,5.6,311,3.76,1.61,1.6
2021,2,24,15947,24203,12584,95.5,95.4,7.33,7.31,29017,16.3,4.45,,5554.995,5524.968,1875.5,2647.4,0.34,0.48,5.8,381,4.2,2.99,6.8
2021,2,25,8126,23177,3793,95.8,95.7,7.31,7.25,0,24.4,4.26,88350,5860,5893,2805,3403,0.48,0.58,4.95,194,,3.63,10.8
2021,2,26,779,23459,3796,95.2,95.5,7.36,7.28,19562,30.6,3.32,83100,6221,5910,1394,1693,0.22,0.29,4.48,281,,1.2,7.8
2021,2,27,213,25284,3800,95.3,95.4,7.22,7.22,0,29.3,,,,,,,,,4.35,284,,,8.1
2021,2,28,11602,23959,3797,95.9,95.6,7.19,7.21,0,21.8,,,,,,,,,4.11,464,,,2.9
2021,3,1,19898,23746,3803,95.5,95.8,7.23,7.13,5837,18.1,4.27,94500,,,,,,,6.04,252.9,,2.28,9.2
2021,3,2,28073,22596,3799,95.7,95.3,7.29,7.13,20250,15.8,4.25,114900,5737.65925,6060.4495,1294.5,1784.2,0.23,0.29,7.08,214,3.37,3.37,64.9
2021,3,3,20832,26173,3796,95.3,95.1,7.25,7.2,20681,16.9,3.76,115000,5707.63225,5409.8645,1012.3,1153.4,0.18,0.21,7.98,283,3.37,3.7,65
2021,3,4,27174,27420,3797,95.7,95.8,7.31,7.25,7076,14.7,4.15,105600,,,,,,,6.99,336,3.38,5.1,82.7
2021,3,5,20853,22298,4117,95.8,95.5,7.26,7.22,18000,18.2,3.95,106150,5837.74925,5474.923,1203.2,1402.4,0.21,0.26,5.82,314,3.25,4,73.9
2021,3,6,19235,22322,4857,95.5,95,7.15,7.06,0,18.5,,,5617.55125,5324.788,1858.9,2240.7,0.33,0.42,3.75,288,3.36,,73.9
2021,3,7,17489,23601,4030,95.7,95.1,7.23,7.18,0,19,,,5687.61425,5322.28575,2307.1,2390.1,0.41,0.45,3.37,353,,3.25,67.5
2021,3,8,16193,24034,3803,95.7,95.9,7.23,7.17,27498,19.6,6.26,199400,5592.52875,5127.11025,2863.2,2713.8,0.51,0.53,3.6,277.2,3.22,1.68,67.9
2021,3,9,17617,23363,11691,95.5,95.4,7.25,7.19,9236,17.1,7.25,186950,5462.41175,5104.59,2439.9,1759.3,0.45,0.34,4.8,818,3.27,1.61,86.4
2021,3,10,17819,23217,16787,95.7,95.6,7.26,7.25,27345,16.2,5.17,123550,4766.78625,4764.284,2000,1427.3,0.42,0.3,5.9,437,3.56,1.89,108.9
2021,3,11,19378,21955,16840,95.1,95.6,7.43,7.76,9539,16.1,5.12,103900,5279.7475,5509.9545,2514.6,2273.9,0.48,0.41,5.57,399,3.34,3.11,120
2021,3,12,17312,22805,9836,95.5,95.5,7.28,7.59,23631,17.9,8.33,105400,,,,,,,4.2,331,3.33,3.7,127.6
2021,3,13,17884,23477,5547,95.4,95.5,7.25,7.33,0,18.6,,,,,,,,,3.23,656,3.1,,98.5
2021,3,14,16402,23153,9792,95.6,95.6,7.15,7.16,0,18.1,,,5857.76725,6080.4675,1377.5,1402.4,0.24,0.23,3.04,515,3.4,,101.3
2021,3,15,17221,24951,7443,95.4,95.1,7.16,7.27,33332,17.7,6.29,148650,5499.9455,5910.3145,1394.1,1327.7,0.25,0.22,4.46,383,2.2,1.8,102.4
2021,3,16,16948,24830,3799,95.5,95.4,7.24,7.22,7489,19,6.61,126650,5685.112,5630.0625,1369.2,1402.4,0.24,0.25,4.1,328,3.12,2.59,87.3
2021,3,17,16160,22374,10273,95.3,95.2,7.22,7.24,22500,18.4,8.43,126450,5499.9455,5635.067,1419,1568.4,0.26,0.28,3.96,392,3.1,4.3,102.5
2021,3,18,19000,25886,18904,95.5,95.4,7.16,7.25,11819,14.7,1.29,154200,5580.0175,5437.38925,1543.5,1452.2,0.28,0.27,3.94,401.4,3.17,3.93,129.5
2021,3,19,16000,24283,12763,95.6,95.8,7.12,7.35,17575,17.2,1.65,170800,5497.44325,5960.3595,1950.2,1526.9,0.35,0.26,3.52,426,2.67,1.51,136.6
2021,3,20,14588,24905,9454,95.4,95.9,7.28,7.26,0,18.2,,,,,,,,,3.36,551,3.2,1.87,122.7
2021,3,21,14618,24644,4049,95.4,95.3,7.22,7.23,0,20,,,,,,,,,3.36,384,3.2,1.55,106.2
2021,3,22,13814,22336,23230,95.7,95.6,7.33,7.19,34000,17.1,5.77,130350,5575,5480,1353,1344,0.24,0.25,3.31,282,3.3,1.61,112.6
2021,3,23,14452,23708,26943,95.5,95.8,7.3,7.25,38155,15.9,6.72,57600,5305,5345,1527,1519,0.29,0.28,3.97,420,3.4,2.65,138.9
2021,3,24,13933,24544,14361,95.3,95.7,7.3,7.37,35550,17.5,,115800,5380,5492,1378,1195,0.26,0.22,4.03,738,3.1,2.79,136.8
2021,3,25,15575,24482,11275,95.3,95.2,7.39,7.31,28068,16.7,6.43,119250,5583,5457,1411,1378,0.25,0.25,3.85,418,3.13,2.68,112.1
2021,3,26,13548,24669,20020,95.3,95.9,7.3,7.27,22019,14.7,7.37,99525,,,,,,,3.51,340,3.14,2.55,126.4
2021,3,27,15422,24571,14305,95.3,95.5,7.36,7.23,0,15.8,,,,,,,,,4,388,3.15,2.88,122
2021,3,28,14278,24538,5846,95.6,95.7,7.32,7.21,0,19.2,,,5668,5305,1336,1710,0.24,0.32,3.61,216,3.3,2.86,101.4
2021,3,29,14042,24726,17586,95.7,95.6,7.21,7.16,41370,15.2,,,5668,5417,1378,1477,0.24,0.27,3.58,216.7,3.3,1.6,123.3
2021,3,30,13273,25474,15263,95.2,95.7,7.19,7.2,36518,15.9,7.81,218900,5292,5237,1378,1220,0.26,0.23,3.52,600,3.4,1.27,129.1
2021,3,31,12305,24412,12446,95.3,95.5,7.19,7.13,30705,17.5,1.58,187375,,,,,,,3.51,429,3.8,1.91,129.3
2021,4,1,16776,24411,12456,95.5,95.3,7.25,7.13,18720,16,9.2,164675,5730.1525,5277.24525,1443.9,2257.3,0.25,0.43,3.53,624,3.1,1.74,135.6
2021,4,2,14162,25514,18490,95.9,95.5,7.26,7.17,24925,14.8,8.68,125800,5755.175,5497.44325,1908.7,1900.4,0.33,0.35,3.36,832,3.14,2.3,140.6
2021,4,3,13539,24228,12457,95.1,94.9,7.25,7.16,0,17.1,,,5707.63225,5129.6125,1419,1875.5,0.25,0.37,3.02,318,3.16,,117.8
2021,4,4,13118,23837,4984,95.8,94.8,7.24,7.09,0,20.5,,,5527.47025,5024.518,1825.7,1485.4,0.33,0.3,2.94,199,3.8,,89.3
2021,4,5,11962,24120,9145,95.5,95.2,7.26,7.13,34846,19,,,5419.8735,4794.311,1684.6,1883.8,0.31,0.39,3.28,171,3.15,3.38,82.6
2021,6,28,12792,21501,5878,,95.7,,7.26,15000,10.7,5.44,149050,,5622.55575,,1759.3,,0.31,3.52,457,3.17,4.18,34.2
2021,6,29,11293,14180,2665,,95.6,,7.23,10000,88.9,6.23,,,5522.46575,,1485.4,,0.27,3.71,421,3.16,3.47,58.8
2021,6,30,9787,61810,1324,,95.6,,7.28,15000,165,6.53,133925,,,,,,,3.5,665,3.25,,48.9
2021,7,1,11441,229022,550,,95.3,,7.27,0,3.6,5.65,,5520,5708,2324,1236,0.42,0.22,3.49,660,3.3,3.69,34.7
2021,7,2,11736,76641,0,95.4,95.5,7.35,7.27,0,9.7,5.81,,,,,,,,3.34,1100,3.35,3.7,43.4
2021,7,3,12292,7482,0,95.7,95.1,7.23,7.23,0,43.4,,,5441.39285,5687.61425,3240.02,1784.2,0.6,0.31,3.09,982,3.42,,40.3
2021,7,4,13373,11895,0,95.4,95.4,7.27,7.27,0,34,,,5640.0715,5780.1975,3045.8,1087,0.54,0.19,2.68,415,3.38,,38.1
2021,7,5,10627,11540,0,95.3,95.5,7.27,7.33,5012,38.7,,,5502.44775,5772.69075,1883.8,1493.7,0.34,0.26,2.8,207.1,3.42,,35.3
2021,7,6,8362,18232,3613,95.2,95.6,7.32,7.28,22422,28.4,5.94,,5565.004,5890.2965,1560.1,1933.6,0.28,0.33,3.04,168,,2.85,47.2
2021,7,7,7324,16953,3802,95.2,95.3,7.32,7.33,27949,30.6,6.26,129150,5675.103,5642.57375,1643.1,1360.9,0.29,0.24,3.12,368,2.9,2.5,54.3
2021,7,8,8633,15585,3796,95.8,95.4,7.33,7.28,23000,30.6,5.8,,,,,,,,2.9,488,3.7,1.76,54.3
2021,7,9,6189,17024,9201,95.6,95.6,7.28,7.27,28697,26.5,6.34,121100,,,,,,,3.1,412,3.31,2.65,77.2
2021,7,10,6347,16212,7702,95.8,95.5,7.3,7.25,0,28.4,,,,,,,,,3.11,593,2.83,,72.7
2021,7,11,6300,15677,12483,95.8,95.5,7.24,7.16,0,24.9,,,,,,,,,3.16,557,2.8,,104
2021,7,12,6522,19858,12498,95.8,95.7,7.37,7.25,17808,22.1,7.47,,,,,,,,3.05,204,2.81,3.45,109.3
2021,7,13,4091,17876,11644,95.4,95.6,7.26,7.27,5098,25.5,9.12,201525,,,,,,,3.06,432,2.8,3.34,106.5
2021,7,14,2949,19026,12475,95.2,95.4,7.28,7.21,26453,24.9,8.77,178675,,,,,,,3.15,513,3.12,3.4,113.1
2021,7,15,8905,15976,14838,95.2,95.8,7.31,7.28,19624,21.6,6.5,166750,,,,,,,6,475,2.52,3.77,121.5
2021,7,16,6733,13034,17657,95.8,95.2,7.31,7.25,15921,22.9,7.6,221150,,,,,,,3.91,391,3.6,4.76,138.3
2021,7,17,7167,8513,12430,95.6,95.6,7.21,7.23,0,30.5,,,5467.41625,5269.7385,1253,1234.74,0.23,0.23,3.33,236,3.6,,123.9
2021,7,18,6837,9935,10696,95.1,95.3,7.13,7.23,0,31.2,,,5199.6755,5207.18225,1311.1,1286.2,0.25,0.25,3.35,401,2.85,,124.3
2021,7,19,6377,16660,10996,95.4,95.2,7.34,7.32,39546,25.2,,,5152.13275,5179.6575,1377.5,1244.7,0.27,0.24,3.22,80,2.72,2.27,99.6
2021,7,20,5356,16682,26798,95.3,95.7,7.32,7.26,35844,17.6,8.82,170025,5179.6575,5054.545,1477.1,1419,0.29,0.28,3.27,441,2.74,,150.3
2021,7,21,6512,17522,29178,95.3,96,7.3,7.25,23998,16.1,7.6,167325,5029.5225,5054.545,1319.4,1211.5,0.26,0.24,3.07,625,2.76,2.23,188.5
2021,7,22,7848,16872,23681,95.3,95.5,7.33,7.24,20204,17.7,8.38,252650,5094.581,5067.05625,1236.4,1443.9,0.24,0.28,3.12,631,2.84,2.48,190
2021,7,23,6480,16437,9888,95.3,95.6,7.37,7.27,26442,26.2,6.96,168875,5227,5135,1104,1544,0.21,0.3,3.08,698,3.9,2.79,136.2
2021,7,24,6800,15834,3802,95.5,95.7,7.3,7.27,0,32.5,,,5365,5070,1585,1743,0.3,0.34,2.93,1260,3.15,,73.7
2021,7,25,8119,16624,3792,95.1,95.9,7.32,7.24,0,30.1,,,5437.38925,5227.20025,1352.6,1228.1,0.25,0.23,3.06,965,3.12,,63.2
2021,7,26,8369,20269,9199,95.2,95.8,7.35,7.3,31976,22.7,5.23,170700,5372.33075,5317.28125,1518.6,1294.5,0.28,0.24,2.92,492,2.99,2.19,79.4
2021,7,27,8720,17236,12430,95.3,95.8,7.31,7.25,14216,22.4,6.29,118400,5139.6215,5019.5135,1601.6,1443.9,0.31,0.29,2.83,645,2.92,3.11,100.7
2021,7,28,8854,15762,12459,95.6,95.3,7.3,7.22,19731,23.1,6.17,124850,5307.27225,5617.55125,1452.2,829.7,0.27,0.15,3.42,554,,3.13,105
2021,7,29,11246,11933,14705,95.5,95.6,7.29,7.24,13979,22.6,7.81,139375,,,,,,,4.2,465,3.17,3.22,114
2021,7,30,9998,15493,10729,95.4,95.7,7.28,7.21,26642,23.7,7.12,65425,,,,,,,3.38,427,2.92,3.3,118.6
2021,7,31,8562,38875,3540,95.5,95.5,7.33,7.26,0,16.8,,,,,,,,,3.08,254,2.97,,42.8
2021,8,1,9494,17990,3796,95.3,95.4,7.37,7.27,19343,27.4,,,5097,4732,1195,1236,0.23,0.26,3.08,728,3.1,,8.2
2021,8,2,9302,21015,3826,95.6,95.7,7.34,7.23,2907,25.1,5.98,147150,5055,4604,1419,1378,0.28,0.3,2.87,374,2.96,2.47,7.7
2021,8,3,9302,19964,3827,95.9,95.5,7.3,7.22,19931,25.9,6.61,161320,4977,4594,1344,1369,0.27,0.3,2.76,548,,2.46,22.3
2021,8,4,9317,16558,3810,95.8,95.2,7.26,7.21,7618,28.9,,141360,4824,4624,938,713,0.19,0.15,3,588,3.6,1.63,55.9
2021,8,5,6849,14916,3753,95.4,95.7,7.33,7.21,20451,33.6,4.38,152350,5055,4607,1203,1336,0.24,0.29,3.04,731,,1.93,55.7
2021,8,6,11907,14813,8084,95.8,95.8,7.28,7.18,0,24.7,,,4874,4532,1436,813,0.29,0.18,3.29,458,2.95,2.9,75.4
2021,8,7,11522,14784,8082,95.2,95.4,7.33,7.21,0,25,,,4947,4449,1602,1228,0.32,0.28,2.99,724,2.94,,83.4
2021,8,8,11343,16646,2823,95.4,95.1,7.27,7.45,21186,27.8,,,,,,,,,2.67,480,2.78,,59.2
2021,8,9,9784,16376,2732,95.7,95.8,7.27,7.2,15386,29.7,6.74,161400,,,,,,,2.87,265,2.77,2.41,49.2
2021,8,10,9897,15854,17718,95.2,95.6,7.3,7.18,19176,19.7,7.56,140875,,,,,,,2.87,1220,2.72,3.2,92.5
2021,8,11,10747,16325,25586,95.5,95.7,7.26,7.18,17905,16.3,7.28,130350,,,,,,,2.91,708,3.4,2.49,142
2021,8,12,12359,16441,20016,95.2,95.5,7.21,7.12,14353,17.6,7.34,139500,,,,,,,2.9,490,2.79,2.75,144
2021,8,13,9903,16486,12293,96,95.5,7.25,7.13,0,22.2,2.85,115850,,,,,,,2.85,499,2.84,3.5,126
2021,8,14,8867,13723,8108,95.2,95.5,7.2,7.14,0,27.9,,114600,,,,,,,2.62,644,2.86,,102.2
2021,8,15,9533,13278,8105,95.5,95.4,7.25,7.14,30270,27.8,,,4864.374,4571.61075,1535.2,1228.1,0.32,0.27,2.75,749,2.93,,89.8
2021,8,16,9298,16767,13018,95.2,95.5,7.32,7.22,7297,22,7.31,85175,4741.76375,4499.0455,1128.5,962.5,0.24,0.21,2.69,502,2.88,2.43,100.4
2021,8,17,8704,14535,16038,95.5,95.9,7.31,7.26,30463,21.8,7.87,134550,4694.221,4421.47575,896.1,1020.6,0.19,0.23,2.77,351,2.84,3.75,143.3
2021,8,18,8579,16432,15146,95.3,95.8,7.28,7.22,7086,21.4,7.89,173720,4699.2255,4481.52975,1087,962.5,0.23,0.21,2.86,362,2.81,3,131.2
2021,8,19,8513,15872,14516,95.8,95.5,7.25,7.14,31583,22.1,5.95,116330,4521.56575,4398.9555,1228.1,257,0.27,0.6,2.85,573,,3.3,108.9
2021,8,20,9313,10137,16896,95.7,95.6,7.21,7.13,0,23.6,6.11,136800,4611.64675,4328.8925,1045.5,1186.6,0.23,0.27,2.81,485,2.93,3.42,108.5
2021,8,21,8792,10539,12449,96,95.7,7.25,7.13,0,27,,,4566.60625,4243.816,1111.9,746.7,0.24,0.18,2.75,558,2.83,,91.6
2021,8,22,9205,12864,5431,95.8,95.7,7.22,7.21,33858,15.6,,,4368.9285,4526.57025,1078.7,1145.1,0.25,0.25,2.64,609,2.95,,73.1
2021,8,23,9046,14437,5311,95.7,95.5,7.22,7.24,28655,14.9,7.18,131950,4301.36775,4586.62425,1145.1,1153.4,0.27,0.25,3.16,349,2.88,2.53,59.5
2021,8,24,8470,17209,6761,95.5,93.1,7.17,,25208,13.2,5.72,180050,4243.816,,995.7,,0.23,,3.36,603,3.2,4.16,69.2
2021,8,25,9047,20247,12798,94.2,92.8,7.18,,7621,10.2,5.41,149950,4241.31375,,1178.3,,0.28,,3.13,579.8,3.4,3.55,83.3
2021,8,26,9145,15358,18360,95.6,92.5,7.17,,24608,10,,113200,4004,,1261,,0.31,,3,648,3.6,2.74,103.4
2021,8,27,8045,76160,13266,95.2,96.1,7.18,7.2,0,32.3,,,4244,4416,1145,1295,0.27,0.29,2.96,438,2.95,2.4,98.6
2021,8,28,7151,16534,3807,95,95.4,7.16,7.22,0,31.2,,,4537,4341,979,987,0.22,0.23,2.72,561,2.69,,6.2
2021,8,29,7200,16547,3803,95.4,95.9,7.18,7.24,26500,31.1,,185450,4459.0095,4411.46675,945.9,1128.5,0.21,0.26,2.81,620,2.62,,1.4
2021,8,30,6999,15593,15875,95.5,95.1,7.24,7.16,19526,22.3,5.93,117050,4679.2075,4341.40375,1244.7,838,0.27,0.19,2.75,426,2.64,1.99,59.6
2021,8,31,5269,15634,28216,95.3,95.2,7.25,7.13,4,17.5,5.67,185000,4656.68725,4328.8925,1460.5,1360.9,0.31,0.31,3.48,508,2.75,3.53,154
2021,9,1,5413,24437,14470,95.1,95.7,7.3,7.16,26948,19.4,6.76,186650,4694.221,4521.56575,912.7,1277.9,0.19,0.28,2.96,422,2.77,4.79,145.6
